VP,VB,Geschlecht,Produkt,Frage,Antwort_1,Antwort_2,Antwort_3,Antwort_4,Antwort_5,Antwort_6,Antwort_7,Antwort_8,Antwort_9,Antwort_10
41,Ökonomisch,m,A5,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Warenhaus,,,,,
41,Ökonomisch,m,P6,B2_Kaufort,Online,Discounter,Supermarkt,Warenhaus,Fastfood-Laden,,,,,
41,Ökonomisch,m,A6,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Warenhaus,,,,,
41,Ökonomisch,m,P2,B2_Kaufort,Discounter,Supermarkt,Warenhaus,,,,,,,
41,Ökonomisch,m,A2,B2_Kaufort,Online,Drogerie,Biomarkt,Unverpacktladen,,,,,,
41,Ökonomisch,m,P4,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,,,,,
41,Ökonomisch,m,A4,B2_Kaufort,Online,Drogerie,Supermarkt,Warenhaus,,,,,,
41,Ökonomisch,m,P3,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,,,,,
41,Ökonomisch,m,A3,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Warenhaus,,,,,
41,Ökonomisch,m,P1,B2_Kaufort,Bäckerei/Café,Fastfood-Laden,Sonstiges,Sonstiges,Sonstiges,,,,,
41,Ökonomisch,m,A1,B2_Kaufort,Drogerie,Supermarkt,Biomarkt,Warenhaus,Unverpacktladen,,,,,
41,Ökonomisch,m,P7,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,,,,,
41,Ökonomisch,m,A7,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Warenhaus,,,,,
42,Ökonomisch,w,A5,B2_Kaufort,Drogerie,Unverpacktladen,Biomarkt,Supermarkt,Online,,,,,
42,Ökonomisch,w,P5,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Biomarkt,,,,,
42,Ökonomisch,w,A2,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Unverpacktladen,,,,,
42,Ökonomisch,w,P2,B2_Kaufort,Supermarkt,Biomarkt,Discounter,,,,,,,
42,Ökonomisch,w,A6,B2_Kaufort,Online,Warenhaus,,,,,,,,
42,Ökonomisch,w,P6,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,,,,,,
42,Ökonomisch,w,A1,B2_Kaufort,Online,Drogerie,Unverpacktladen,Biomarkt,,,,,,
42,Ökonomisch,w,P1,B2_Kaufort,Bäckerei/Café,Bäckerei/Café,Sonstiges,Bäckerei/Café,Bäckerei/Café,,,,,
42,Ökonomisch,w,A4,B2_Kaufort,Drogerie,Biomarkt,Online,Unverpacktladen,,,,,,
42,Ökonomisch,w,P4,B2_Kaufort,Drogerie,Supermarkt,Online,,,,,,,
42,Ökonomisch,w,A3,B2_Kaufort,Online,Warenhaus,,,,,,,,
42,Ökonomisch,w,P3,B2_Kaufort,Online,Warenhaus,Drogerie,,,,,,,
42,Ökonomisch,w,A7,B2_Kaufort,Online,Drogerie,Biomarkt,Warenhaus,Unverpacktladen,,,,,
42,Ökonomisch,w,P7,B2_Kaufort,Supermarkt,Online,Discounter,Drogerie,,,,,,
43,Ökologisch,w,P7,B2_Kaufort,Supermarkt,Online,Drogerie,,,,,,,
43,Ökologisch,w,A7,B2_Kaufort,Supermarkt,Biomarkt,Online,,,,,,,
43,Ökologisch,w,P4,B2_Kaufort,Supermarkt,Drogerie,Online,,,,,,,
43,Ökologisch,w,A4,B2_Kaufort,Online,Supermarkt,,,,,,,,
43,Ökologisch,w,P5,B2_Kaufort,Supermarkt,Online,Drogerie,,,,,,,
43,Ökologisch,w,A5,B2_Kaufort,Biomarkt,Supermarkt,Online,,,,,,,
43,Ökologisch,w,P6,B2_Kaufort,Supermarkt,,,,,,,,,
43,Ökologisch,w,A6,B2_Kaufort,Online,Drogerie,Sonstiges,Biomarkt,,,,,,
43,Ökologisch,w,P3,B2_Kaufort,Online,Supermarkt,,,,,,,,
43,Ökologisch,w,A3,B2_Kaufort,Online,,,,,,,,,
43,Ökologisch,w,P1,B2_Kaufort,Bäckerei/Café,Fastfood-Laden,Bäckerei/Café,,,,,,,
43,Ökologisch,w,A1,B2_Kaufort,Biomarkt,Online,,,,,,,,
43,Ökologisch,w,P2,B2_Kaufort,Supermarkt,Sonstiges,,,,,,,,
43,Ökologisch,w,A2,B2_Kaufort,Online,Biomarkt,,,,,,,,
44,Ökologisch,w,A1,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Unverpacktladen,Warenhaus,Bäckerei/Café,,,
44,Ökologisch,w,P1,B2_Kaufort,Bäckerei/Café,Sonstiges,,,,,,,,
44,Ökologisch,w,A4,B2_Kaufort,Online,Drogerie,Unverpacktladen,Sonstiges,Sonstiges,,,,,
44,Ökologisch,w,P4,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,,,,,
44,Ökologisch,w,A6,B2_Kaufort,Online,Supermarkt,Unverpacktladen,,,,,,,
44,Ökologisch,w,P6,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Sonstiges,,,,,
44,Ökologisch,w,A5,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Unverpacktladen,Warenhaus,Sonstiges,,,
44,Ökologisch,w,P5,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Biomarkt,Warenhaus,Sonstiges,,,
44,Ökologisch,w,A2,B2_Kaufort,Online,Supermarkt,Biomarkt,Unverpacktladen,,,,,,
44,Ökologisch,w,P2,B2_Kaufort,Discounter,Supermarkt,Biomarkt,Sonstiges,,,,,,
44,Ökologisch,w,A3,B2_Kaufort,Online,Supermarkt,Unverpacktladen,Sonstiges,,,,,,
44,Ökologisch,w,P3,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,,,,,,
44,Ökologisch,w,A7,B2_Kaufort,Online,Drogerie,Unverpacktladen,,,,,,,
44,Ökologisch,w,P7,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,,,,,,
45,Ökologisch,w,P7,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,,,,,
45,Ökologisch,w,A7,B2_Kaufort,Online,Biomarkt,,,,,,,,
45,Ökologisch,w,P3,B2_Kaufort,Online,Warenhaus,Supermarkt,Discounter,,,,,,
45,Ökologisch,w,A3,B2_Kaufort,Online,Supermarkt,Warenhaus,Discounter,Unverpacktladen,,,,,
45,Ökologisch,w,P6,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,,,,,
45,Ökologisch,w,A6,B2_Kaufort,Online,Warenhaus,,,,,,,,
45,Ökologisch,w,P1,B2_Kaufort,Bäckerei/Café,Bäckerei/Café,Bäckerei/Café,Bäckerei/Café,Bäckerei/Café,,,,,
45,Ökologisch,w,A1,B2_Kaufort,Bäckerei/Café,Sonstiges,Discounter,Sonstiges,Warenhaus,,,,,
45,Ökologisch,w,P5,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,,,,,
45,Ökologisch,w,A5,B2_Kaufort,Online,Drogerie,Biomarkt,Warenhaus,Discounter,,,,,
45,Ökologisch,w,P2,B2_Kaufort,Supermarkt,Biomarkt,,,,,,,,
45,Ökologisch,w,A2,B2_Kaufort,Online,Unverpacktladen,Supermarkt,Biomarkt,,,,,,
45,Ökologisch,w,P4,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,,,,,
45,Ökologisch,w,A4,B2_Kaufort,Online,Warenhaus,,,,,,,,
46,Ökologisch,m,A4,B2_Kaufort,Online,Drogerie,,,,,,,,
46,Ökologisch,m,P4,B2_Kaufort,Online,Drogerie,Supermarkt,Warenhaus,,,,,,
46,Ökologisch,m,A1,B2_Kaufort,Online,Discounter,Supermarkt,Biomarkt,Warenhaus,,,,,
46,Ökologisch,m,P1,B2_Kaufort,Bäckerei/Café,Bäckerei/Café,Bäckerei/Café,Discounter,Sonstiges,,,,,
46,Ökologisch,m,A7,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Unverpacktladen,,,,,
46,Ökologisch,m,P7,B2_Kaufort,Online,Drogerie,Supermarkt,Discounter,,,,,,
46,Ökologisch,m,A6,B2_Kaufort,Online,Biomarkt,Unverpacktladen,Supermarkt,,,,,,
46,Ökologisch,m,P6,B2_Kaufort,Online,Discounter,Supermarkt,,,,,,,
46,Ökologisch,m,A2,B2_Kaufort,Online,Biomarkt,Unverpacktladen,,,,,,,
46,Ökologisch,m,P2,B2_Kaufort,Discounter,Supermarkt,Biomarkt,,,,,,,
46,Ökologisch,m,A3,B2_Kaufort,Online,Unverpacktladen,Warenhaus,,,,,,,
46,Ökologisch,m,P3,B2_Kaufort,Online,Warenhaus,,,,,,,,
46,Ökologisch,m,A5,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Unverpacktladen,,,,,
46,Ökologisch,m,P5,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,,,,,,
47,Ökologisch,w,P7,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Biomarkt,Warenhaus,,,,
47,Ökologisch,w,A7,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Unverpacktladen,,,,,
47,Ökologisch,w,P4,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,,,,,
47,Ökologisch,w,A4,B2_Kaufort,Online,Biomarkt,Unverpacktladen,,,,,,,
47,Ökologisch,w,P1,B2_Kaufort,Bäckerei/Café,Bäckerei/Café,Sonstiges,,,,,,,
47,Ökologisch,w,A1,B2_Kaufort,Online,Supermarkt,Biomarkt,Unverpacktladen,Warenhaus,,,,,
47,Ökologisch,w,P2,B2_Kaufort,Discounter,Supermarkt,,,,,,,,
47,Ökologisch,w,A2,B2_Kaufort,Online,Discounter,Supermarkt,Biomarkt,Unverpacktladen,,,,,
47,Ökologisch,w,P6,B2_Kaufort,Sonstiges,Online,Drogerie,Discounter,Supermarkt,,,,,
47,Ökologisch,w,A6,B2_Kaufort,Online,Drogerie,Biomarkt,Unverpacktladen,Warenhaus,,,,,
47,Ökologisch,w,P3,B2_Kaufort,Drogerie,Online,Supermarkt,Discounter,Warenhaus,Sonstiges,,,,
47,Ökologisch,w,A3,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Unverpacktladen,Warenhaus,,,,
47,Ökologisch,w,P5,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Biomarkt,Warenhaus,,,,
47,Ökologisch,w,A5,B2_Kaufort,Drogerie,Online,Biomarkt,Unverpacktladen,,,,,,
48,Ökologisch,m,A2,B2_Kaufort,Online,Drogerie,Biomarkt,Unverpacktladen,Sonstiges,Sonstiges,Sonstiges,Supermarkt,Fastfood-Laden,
48,Ökologisch,m,P2,B2_Kaufort,Discounter,Supermarkt,Biomarkt,Warenhaus,,,,,,
48,Ökologisch,m,A1,B2_Kaufort,Online,Supermarkt,Biomarkt,Warenhaus,Sonstiges,Drogerie,Sonstiges,Bäckerei/Café,Bäckerei/Café,
48,Ökologisch,m,P1,B2_Kaufort,Fastfood-Laden,Bäckerei/Café,Sonstiges,Bäckerei/Café,Sonstiges,Sonstiges,Warenhaus,,,
48,Ökologisch,m,A3,B2_Kaufort,Online,Biomarkt,Warenhaus,Drogerie,Sonstiges,Sonstiges,,,,
48,Ökologisch,m,P3,B2_Kaufort,Discounter,Supermarkt,Online,Warenhaus,Sonstiges,,,,,
48,Ökologisch,m,A7,B2_Kaufort,Online,Drogerie,Biomarkt,Unverpacktladen,Sonstiges,Fastfood-Laden,Sonstiges,,,
48,Ökologisch,m,P7,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,Biomarkt,Sonstiges,Sonstiges,Sonstiges,
48,Ökologisch,m,A5,B2_Kaufort,Drogerie,Biomarkt,Unverpacktladen,Warenhaus,Sonstiges,Sonstiges,Sonstiges,Sonstiges,Sonstiges,
48,Ökologisch,m,P5,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,Sonstiges,Sonstiges,,,
48,Ökologisch,m,A6,B2_Kaufort,Online,Drogerie,Supermarkt,Biomarkt,Unverpacktladen,Sonstiges,Sonstiges,Sonstiges,Sonstiges,Fastfood-Laden
48,Ökologisch,m,P6,B2_Kaufort,Sonstiges,Supermarkt,Discounter,Warenhaus,,,,,,
48,Ökologisch,m,A4,B2_Kaufort,Sonstiges,Sonstiges,Sonstiges,Unverpacktladen,,,,,,
48,Ökologisch,m,P4,B2_Kaufort,Online,Drogerie,Discounter,Supermarkt,Warenhaus,Sonstiges,,,,
1,Ökonomisch,w,P6,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,A6,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,P5,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,A5,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,P7,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,A7,B3_Welche Infos,Herstellung,Allg. Interesse,,,,,,,,
1,Ökonomisch,w,P4,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,A4,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,P3,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,A3,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,P2,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,A2,B3_Welche Infos,Funktionsweise,,,,,,,,,
1,Ökonomisch,w,P1,B3_Welche Infos,,,,,,,,,,
1,Ökonomisch,w,A1,B3_Welche Infos,Funktionsweise,Hygiene+Gesundheit,Funktionsweise,,,,,,,
2,Ökologisch,w,A3,B3_Welche Infos,,,,,,,,,,
2,Ökologisch,w,P3,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
2,Ökologisch,w,A2,B3_Welche Infos,,,,,,,,,,
2,Ökologisch,w,P2,B3_Welche Infos,Nachhaltigkeit+Ethik,Nachhaltigkeit+Ethik,,,,,,,,
2,Ökologisch,w,A7,B3_Welche Infos,,,,,,,,,,
2,Ökologisch,w,P7,B3_Welche Infos,,,,,,,,,,
2,Ökologisch,w,A4,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
2,Ökologisch,w,P4,B3_Welche Infos,,,,,,,,,,
2,Ökologisch,w,A6,B3_Welche Infos,,,,,,,,,,
2,Ökologisch,w,P6,B3_Welche Infos,,,,,,,,,,
2,Ökologisch,w,A1,B3_Welche Infos,Inhaltsstoffe & Materialien,Nachhaltigkeit+Ethik,,,,,,,,
2,Ökologisch,w,P1,B3_Welche Infos,,,,,,,,,,
2,Ökologisch,w,A5,B3_Welche Infos,,,,,,,,,,
2,Ökologisch,w,P5,B3_Welche Infos,,,,,,,,,,
3,Ökologisch,w,P2,B3_Welche Infos,,,,,,,,,,
3,Ökologisch,w,A2,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
3,Ökologisch,w,P1,B3_Welche Infos,,,,,,,,,,
3,Ökologisch,w,A1,B3_Welche Infos,Inhaltsstoffe & Materialien,,,,,,,,,
3,Ökologisch,w,P6,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
3,Ökologisch,w,A6,B3_Welche Infos,,,,,,,,,,
3,Ökologisch,w,P5,B3_Welche Infos,Inhaltsstoffe & Materialien,,,,,,,,,
3,Ökologisch,w,A5,B3_Welche Infos,Inhaltsstoffe & Materialien,Nachhaltigkeit+Ethik,,,,,,,,
3,Ökologisch,w,P4,B3_Welche Infos,,,,,,,,,,
3,Ökologisch,w,A4,B3_Welche Infos,Nachhaltigkeit+Ethik,Preis,,,,,,,,
3,Ökologisch,w,P3,B3_Welche Infos,,,,,,,,,,
3,Ökologisch,w,A3,B3_Welche Infos,,,,,,,,,,
3,Ökologisch,w,P7,B3_Welche Infos,,,,,,,,,,
3,Ökologisch,w,A7,B3_Welche Infos,Hygiene+Gesundheit,Nachhaltigkeit+Ethik,,,,,,,,
4,Ökonomisch,w,A2,B3_Welche Infos,Nachhaltigkeit+Ethik,Herstellung,,,,,,,,
4,Ökonomisch,w,P2,B3_Welche Infos,,,,,,,,,,
4,Ökonomisch,w,A6,B3_Welche Infos,,,,,,,,,,
4,Ökonomisch,w,P6,B3_Welche Infos,Nachhaltigkeit+Ethik,Nachhaltigkeit+Ethik,Nachhaltigkeit+Ethik,,,,,,,
4,Ökonomisch,w,A7,B3_Welche Infos,Nachhaltigkeit+Ethik,Nachhaltigkeit+Ethik,,,,,,,,
4,Ökonomisch,w,P7,B3_Welche Infos,Allg. Interesse,Herstellung,,,,,,,,
4,Ökonomisch,w,A4,B3_Welche Infos,Allg. Interesse,Nachhaltigkeit+Ethik,Herstellung,Herstellung,Herstellung,,,,,
4,Ökonomisch,w,P4,B3_Welche Infos,,,,,,,,,,
4,Ökonomisch,w,A5,B3_Welche Infos,Herstellung,Hygiene+Gesundheit,Nachhaltigkeit+Ethik,,,,,,,
4,Ökonomisch,w,P5,B3_Welche Infos,,,,,,,,,,
4,Ökonomisch,w,A1,B3_Welche Infos,,,,,,,,,,
4,Ökonomisch,w,P1,B3_Welche Infos,,,,,,,,,,
4,Ökonomisch,w,A3,B3_Welche Infos,Allg. Interesse,Nachhaltigkeit+Ethik,Herstellung,,,,,,,
4,Ökonomisch,w,P3,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,P2,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,A2,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,P1,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,A1,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,P4,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,A4,B3_Welche Infos,Funktionsweise,,,,,,,,,
5,Ökologisch,w,P3,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,A3,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,P7,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,A7,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,P6,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,A6,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,P5,B3_Welche Infos,,,,,,,,,,
5,Ökologisch,w,A5,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,A2,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,P2,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,A3,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,P3,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,A7,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
6,Ökonomisch,w,P7,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,A4,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
6,Ökonomisch,w,P4,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,A5,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,P5,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,A1,B3_Welche Infos,Inhaltsstoffe & Materialien,,,,,,,,,
6,Ökonomisch,w,P1,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,A6,B3_Welche Infos,,,,,,,,,,
6,Ökonomisch,w,P6,B3_Welche Infos,,,,,,,,,,
7,Ökologisch,w,P7,B3_Welche Infos,,,,,,,,,,
7,Ökologisch,w,A7,B3_Welche Infos,Nachhaltigkeit+Ethik,Inhaltsstoffe & Materialien,,,,,,,,
7,Ökologisch,w,P6,B3_Welche Infos,,,,,,,,,,
7,Ökologisch,w,A6,B3_Welche Infos,Funktionsweise,Preis,Nachhaltigkeit+Ethik,,,,,,,
7,Ökologisch,w,P3,B3_Welche Infos,,,,,,,,,,
7,Ökologisch,w,A3,B3_Welche Infos,,,,,,,,,,
7,Ökologisch,w,P1,B3_Welche Infos,,,,,,,,,,
7,Ökologisch,w,A1,B3_Welche Infos,Hygiene+Gesundheit,Nachhaltigkeit+Ethik,,,,,,,,
7,Ökologisch,w,P5,B3_Welche Infos,,,,,,,,,,
7,Ökologisch,w,A5,B3_Welche Infos,Allg. Interesse,Funktionsweise,Funktionsweise,,,,,,,
7,Ökologisch,w,P4,B3_Welche Infos,,,,,,,,,,
7,Ökologisch,w,A4,B3_Welche Infos,Funktionsweise,,,,,,,,,
7,Ökologisch,w,P2,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
7,Ökologisch,w,A2,B3_Welche Infos,Allg. Interesse,,,,,,,,,
8,Ökonomisch,w,A3,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,P3,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,A5,B3_Welche Infos,Allg. Interesse,Funktionsweise,,,,,,,,
8,Ökonomisch,w,P5,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,A6,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,P6,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,A1,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,P1,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,A7,B3_Welche Infos,Funktionsweise,Funktionsweise,,,,,,,,
8,Ökonomisch,w,P7,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,A2,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,P2,B3_Welche Infos,,,,,,,,,,
8,Ökonomisch,w,A4,B3_Welche Infos,Allg. Interesse,,,,,,,,,
8,Ökonomisch,w,P4,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,P5,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,A5,B3_Welche Infos,Hygiene+Gesundheit,,,,,,,,,
9,Ökologisch,w,P1,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,A1,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,P4,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,A4,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,P3,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,A3,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,P2,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,A2,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,P7,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,A7,B3_Welche Infos,Inhaltsstoffe & Materialien,,,,,,,,,
9,Ökologisch,w,P6,B3_Welche Infos,,,,,,,,,,
9,Ökologisch,w,A6,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,A7,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,P7,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,A1,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,P1,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,A6,B3_Welche Infos,Funktionsweise,Funktionsweise,,,,,,,,
10,Ökologisch,w,P6,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,A4,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,P4,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,A3,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,P3,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,A5,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
10,Ökologisch,w,P5,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
10,Ökologisch,w,A2,B3_Welche Infos,,,,,,,,,,
10,Ökologisch,w,P2,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,P1,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,A1,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,P4,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,A4,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,P3,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,A3,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,P6,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,A6,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,P7,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,A7,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,P5,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,A5,B3_Welche Infos,Funktionsweise,,,,,,,,,
11,Ökonomisch,w,P2,B3_Welche Infos,,,,,,,,,,
11,Ökonomisch,w,A2,B3_Welche Infos,,,,,,,,,,
12,Ökologisch,w,A6,B3_Welche Infos,Herstellung,Allg. Interesse,,,,,,,,
12,Ökologisch,w,P6,B3_Welche Infos,,,,,,,,,,
12,Ökologisch,w,A3,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
12,Ökologisch,w,P3,B3_Welche Infos,,,,,,,,,,
12,Ökologisch,w,A4,B3_Welche Infos,,,,,,,,,,
12,Ökologisch,w,P4,B3_Welche Infos,Herstellung,Allg. Interesse,,,,,,,,
12,Ökologisch,w,A7,B3_Welche Infos,Hygiene+Gesundheit,,,,,,,,,
12,Ökologisch,w,P7,B3_Welche Infos,,,,,,,,,,
12,Ökologisch,w,A1,B3_Welche Infos,Hygiene+Gesundheit,,,,,,,,,
12,Ökologisch,w,P1,B3_Welche Infos,,,,,,,,,,
12,Ökologisch,w,A5,B3_Welche Infos,,,,,,,,,,
12,Ökologisch,w,P5,B3_Welche Infos,Hygiene+Gesundheit,Hygiene+Gesundheit,Hygiene+Gesundheit,,,,,,,
12,Ökologisch,w,A2,B3_Welche Infos,Nachhaltigkeit+Ethik,,,,,,,,,
12,Ökologisch,w,P2,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,P7,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,A7,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,P4,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,A4,B3_Welche Infos,Allg. Interesse,Funktionsweise,,,,,,,,
13,Ökonomisch,w,P2,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,A2,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,P6,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,A6,B3_Welche Infos,Funktionsweise,,,,,,,,,
13,Ökonomisch,w,P1,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,A1,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,P3,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,A3,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,P5,B3_Welche Infos,,,,,,,,,,
13,Ökonomisch,w,A5,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,A1,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,P1,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,A6,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,P6,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,A5,B3_Welche Infos,Funktionsweise,,,,,,,,,
14,Ökologisch,w,P5,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,A7,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,P7,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,A3,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,P3,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,A2,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,P2,B3_Welche Infos,,,,,,,,,,
14,Ökologisch,w,A4,B3_Welche Infos,,,,,,,,,,
